RC,HW,RS,RN,PS,A,C,D,KW,T,PN,N,FN,FS,MW,ME,B,E,GS,KE,GN,S,HE,L
Borivali,Bandra,Kandivali,Dahisar,Goregaon,Colaba,Marine Lines,Grant Road,Andheri W,Mulund,Malad,Ghatkopar,Matunga,Parel,Chembur W,Chembur E,Sandhurst Road,Byculla,Elphinstone,Andheri E,Dadar,Bhandup,Khar,Kurla
